Employee_ID,Job_Role,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Access_to_Mental_Health_Resources,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP3733,Sales,31,12,4,Low,No,Neutral,2,Daily,Average
EMP3734,HR,43,6,4,Low,Yes,Neutral,5,Daily,Good
EMP3735,Software Engineer,34,6,1,High,No,Satisfied,4,None,Good
EMP3736,HR,23,15,4,Low,No,Satisfied,2,Weekly,Good
EMP3737,Designer,21,14,4,Medium,No,Unsatisfied,1,None,Poor
EMP3738,Marketing,27,7,1,High,Yes,Satisfied,1,Weekly,Good
EMP3739,HR,53,8,4,Medium,No,Satisfied,5,Weekly,Average
EMP3740,Project Manager,57,13,5,High,Yes,Unsatisfied,5,None,Average
EMP3741,Marketing,44,10,5,Medium,Yes,Unsatisfied,2,None,Good
EMP3742,HR,23,7,2,High,Yes,Neutral,5,None,Poor
EMP3743,Project Manager,43,4,2,Medium,No,Satisfied,5,Weekly,Good
EMP3744,Sales,58,14,4,High,Yes,Satisfied,3,None,Poor
EMP3745,Project Manager,39,1,2,Low,No,Satisfied,3,Daily,Good
EMP3746,Designer,54,3,2,Low,No,Satisfied,5,None,Average
EMP3747,Software Engineer,23,1,4,Medium,Yes,Unsatisfied,2,None,Average
EMP3748,Software Engineer,47,12,5,High,Yes,Neutral,1,None,Average
EMP3749,Sales,40,12,3,Medium,Yes,Neutral,4,Daily,Good
EMP3750,Software Engineer,29,14,5,High,No,Unsatisfied,3,None,Good
EMP3751,Project Manager,59,3,5,Medium,No,Satisfied,2,Daily,Good
EMP3752,Designer,25,9,2,High,No,Unsatisfied,5,Weekly,Average
EMP3753,Data Scientist,48,15,3,Low,No,Neutral,1,Weekly,Good
EMP3754,Marketing,24,5,1,Medium,No,Neutral,4,Weekly,Good
EMP3755,Project Manager,53,6,1,Medium,No,Satisfied,2,None,Good
EMP3756,HR,52,0,3,Medium,No,Neutral,2,None,Good
EMP3757,Data Scientist,57,14,1,Medium,No,Unsatisfied,5,Daily,Average
EMP3758,Data Scientist,21,13,5,High,Yes,Unsatisfied,5,None,Poor
EMP3759,Designer,24,1,2,Low,No,Neutral,4,Daily,Good
EMP3760,Data Scientist,46,0,2,Low,Yes,Satisfied,1,Daily,Poor
EMP3761,Data Scientist,25,8,3,Medium,Yes,Satisfied,1,None,Poor
EMP3762,HR,32,3,3,Medium,Yes,Unsatisfied,2,None,Average
EMP3763,Software Engineer,52,9,5,High,No,Satisfied,4,None,Good
EMP3764,Designer,59,14,5,Low,No,Unsatisfied,4,Weekly,Average
EMP3765,Software Engineer,22,6,5,Low,Yes,Neutral,5,Weekly,Good
EMP3766,Project Manager,32,8,1,Medium,Yes,Neutral,4,Daily,Average
EMP3767,HR,44,12,4,High,Yes,Satisfied,1,None,Good
EMP3768,Sales,55,6,5,Medium,Yes,Neutral,5,Weekly,Poor
EMP3769,Software Engineer,31,14,5,High,No,Satisfied,4,Daily,Good
EMP3770,Project Manager,58,15,5,Low,Yes,Unsatisfied,5,Weekly,Average
EMP3771,Sales,20,12,1,Low,No,Unsatisfied,5,Weekly,Average
EMP3772,Project Manager,55,2,4,Medium,No,Neutral,5,Weekly,Poor
EMP3773,Project Manager,20,4,5,High,No,Satisfied,5,Daily,Average
EMP3774,HR,37,8,5,High,Yes,Neutral,1,Daily,Good
EMP3775,Software Engineer,59,14,3,Low,No,Neutral,4,Daily,Good
EMP3776,HR,45,8,4,High,No,Neutral,2,Daily,Good
EMP3777,Marketing,41,4,1,Low,No,Satisfied,3,None,Average
EMP3778,Sales,28,15,2,Medium,Yes,Satisfied,2,Weekly,Poor
EMP3779,HR,40,2,2,High,Yes,Satisfied,5,Daily,Poor
EMP3780,HR,48,9,5,Medium,Yes,Unsatisfied,1,Daily,Average
EMP3781,Sales,55,11,2,High,No,Neutral,2,None,Poor
EMP3782,Data Scientist,41,5,5,High,No,Satisfied,5,Weekly,Good
EMP3783,Project Manager,32,14,5,High,No,Neutral,3,Daily,Poor
EMP3784,Designer,27,15,5,Low,Yes,Neutral,4,Daily,Average
EMP3785,Project Manager,51,4,2,Medium,Yes,Unsatisfied,1,Daily,Good
EMP3786,Marketing,50,6,1,Low,No,Unsatisfied,4,None,Good
EMP3787,HR,20,1,3,High,Yes,Satisfied,4,Daily,Poor
EMP3788,Project Manager,21,7,3,Medium,No,Neutral,1,None,Poor
EMP3789,Data Scientist,23,7,5,High,No,Satisfied,4,Weekly,Poor
EMP3790,Project Manager,26,3,1,High,No,Satisfied,5,Daily,Poor
EMP3791,Project Manager,49,13,5,Medium,No,Satisfied,3,Daily,Good
EMP3792,Data Scientist,26,9,1,Medium,No,Neutral,5,Weekly,Average
EMP3793,HR,31,1,1,Medium,Yes,Neutral,1,Weekly,Average
EMP3794,Designer,40,9,3,Low,Yes,Unsatisfied,3,Weekly,Average
EMP3795,Sales,29,14,1,Medium,Yes,Unsatisfied,3,Daily,Good
EMP3796,Project Manager,30,6,4,Medium,No,Unsatisfied,2,Daily,Good
EMP3797,HR,56,13,4,High,No,Neutral,1,Weekly,Average
EMP3798,Designer,28,2,1,Medium,No,Unsatisfied,2,Weekly,Poor
EMP3799,Data Scientist,31,1,2,Low,Yes,Satisfied,1,None,Good
EMP3800,Project Manager,49,4,2,Low,No,Unsatisfied,2,Weekly,Average
EMP3801,HR,24,7,4,Low,Yes,Unsatisfied,5,Daily,Average
EMP3802,Data Scientist,38,2,5,Medium,Yes,Unsatisfied,3,Daily,Poor
EMP3803,Data Scientist,32,6,3,Medium,No,Unsatisfied,4,Weekly,Poor
EMP3804,Sales,59,15,1,Medium,Yes,Neutral,4,None,Good
EMP3805,Designer,39,13,2,Low,Yes,Unsatisfied,2,Daily,Average
EMP3806,Designer,23,5,5,High,No,Satisfied,1,Daily,Poor
EMP3807,Sales,31,11,1,High,No,Neutral,5,None,Good
EMP3808,Marketing,41,9,2,Low,Yes,Neutral,3,Weekly,Good
EMP3809,Software Engineer,37,2,1,Medium,No,Neutral,2,None,Average
EMP3810,Sales,37,10,2,High,Yes,Unsatisfied,5,Weekly,Average
EMP3811,Designer,28,7,5,Low,Yes,Satisfied,1,Weekly,Poor
EMP3812,Sales,59,15,5,Medium,Yes,Neutral,5,Daily,Average
EMP3813,Sales,57,15,2,High,No,Satisfied,4,Daily,Good
EMP3814,Marketing,53,0,4,Medium,No,Satisfied,3,None,Good
EMP3815,Project Manager,26,0,1,High,No,Satisfied,2,None,Poor
EMP3816,HR,25,15,2,Low,Yes,Unsatisfied,2,Daily,Poor
EMP3817,Project Manager,21,7,4,High,No,Neutral,3,Weekly,Poor
EMP3818,Marketing,59,1,2,Medium,No,Neutral,1,Weekly,Average
EMP3819,HR,48,2,4,High,Yes,Unsatisfied,1,Daily,Poor
EMP3820,Sales,38,6,3,Low,No,Unsatisfied,5,Weekly,Good
EMP3821,Sales,37,9,5,High,Yes,Unsatisfied,1,Daily,Good
EMP3822,Designer,28,13,2,Medium,No,Unsatisfied,3,Weekly,Good
EMP3823,Software Engineer,33,8,4,High,Yes,Unsatisfied,2,Daily,Poor
EMP3824,Marketing,51,15,5,High,No,Satisfied,2,None,Poor
EMP3825,Data Scientist,44,6,3,High,No,Satisfied,2,Weekly,Average
EMP3826,Project Manager,42,9,2,Low,No,Unsatisfied,1,None,Poor
EMP3827,Data Scientist,52,2,1,High,Yes,Neutral,2,None,Good
EMP3828,Software Engineer,24,2,5,Medium,No,Unsatisfied,1,Weekly,Good
EMP3829,HR,40,15,4,Medium,Yes,Unsatisfied,3,None,Good
EMP3830,HR,53,1,4,Low,No,Neutral,5,Weekly,Good
EMP3831,Designer,45,1,5,High,No,Unsatisfied,2,None,Poor
EMP3832,HR,38,8,4,High,Yes,Unsatisfied,3,Daily,Good
EMP3833,Software Engineer,24,12,4,Medium,No,Neutral,4,Weekly,Average
EMP3834,HR,31,14,3,Low,No,Unsatisfied,5,None,Poor
EMP3835,Marketing,59,6,4,High,No,Unsatisfied,5,Daily,Poor
EMP3836,Sales,58,15,4,Medium,Yes,Satisfied,3,Weekly,Good
EMP3837,Sales,28,2,3,Low,No,Neutral,2,None,Poor
EMP3838,Marketing,33,0,2,High,No,Neutral,3,Daily,Good
EMP3839,Designer,56,9,2,High,No,Satisfied,5,Daily,Good
EMP3840,Software Engineer,32,12,2,Medium,No,Unsatisfied,4,Daily,Average
EMP3841,Project Manager,38,10,1,Low,No,Neutral,5,Daily,Poor
EMP3842,HR,43,15,2,High,No,Unsatisfied,3,None,Poor
EMP3843,Data Scientist,36,5,3,Medium,No,Unsatisfied,1,Weekly,Average
EMP3844,HR,57,1,5,High,No,Unsatisfied,5,Weekly,Poor
EMP3845,Sales,55,15,3,High,No,Unsatisfied,2,None,Poor
EMP3846,Software Engineer,37,5,4,Medium,No,Unsatisfied,3,None,Average
EMP3847,Designer,22,15,5,Medium,No,Satisfied,2,Weekly,Good
EMP3848,HR,40,1,5,Low,No,Neutral,1,None,Average
EMP3849,Project Manager,36,9,5,Medium,Yes,Neutral,3,Weekly,Poor
EMP3850,Project Manager,57,2,4,Medium,No,Neutral,5,None,Good
EMP3851,Designer,52,1,5,High,No,Unsatisfied,3,Daily,Poor
EMP3852,Designer,54,10,3,High,No,Unsatisfied,3,Daily,Good
EMP3853,Data Scientist,49,14,5,Low,No,Unsatisfied,4,None,Average
EMP3854,Data Scientist,30,12,5,High,Yes,Neutral,5,Daily,Average
EMP3855,Project Manager,26,1,5,Low,No,Neutral,5,Daily,Good
EMP3856,Marketing,38,15,5,High,Yes,Satisfied,2,Weekly,Poor
EMP3857,Project Manager,27,12,4,Low,Yes,Neutral,4,None,Average
EMP3858,Software Engineer,31,8,5,Medium,Yes,Satisfied,3,Weekly,Average
EMP3859,Project Manager,33,11,4,High,Yes,Unsatisfied,5,None,Good
EMP3860,Sales,48,10,4,Low,No,Neutral,1,None,Average
EMP3861,Project Manager,20,13,2,Low,No,Neutral,4,Weekly,Poor
EMP3862,Sales,47,0,3,Low,No,Satisfied,4,Weekly,Average
EMP3863,Sales,40,6,3,Low,No,Satisfied,1,None,Average
EMP3864,Sales,30,15,1,Low,No,Unsatisfied,1,Daily,Average
EMP3865,Sales,52,0,4,High,Yes,Satisfied,5,Weekly,Good
EMP3866,Sales,48,5,4,Low,No,Satisfied,1,None,Poor
EMP3867,Project Manager,41,0,5,Low,Yes,Satisfied,3,None,Good
EMP3868,Sales,54,7,1,High,No,Neutral,2,Weekly,Average
EMP3869,Marketing,41,5,4,Medium,No,Satisfied,2,Daily,Poor
EMP3870,Sales,40,1,1,Low,Yes,Satisfied,4,None,Good
EMP3871,Software Engineer,43,9,2,Low,No,Neutral,4,Daily,Good
EMP3872,HR,55,11,4,High,No,Satisfied,3,Weekly,Good
EMP3873,HR,46,5,1,Medium,No,Neutral,4,Daily,Good
EMP3874,Software Engineer,36,14,2,Medium,Yes,Unsatisfied,3,Daily,Good
EMP3875,Data Scientist,54,5,4,Low,No,Unsatisfied,2,Weekly,Poor
EMP3876,Designer,34,0,4,High,No,Neutral,5,None,Poor
EMP3877,Data Scientist,41,15,5,Low,No,Neutral,1,None,Poor
EMP3878,Designer,53,12,2,High,Yes,Satisfied,3,None,Good
EMP3879,Project Manager,46,9,4,Low,No,Unsatisfied,3,None,Good
EMP3880,Project Manager,35,1,4,Low,No,Satisfied,2,None,Poor
EMP3881,Project Manager,44,8,1,High,No,Unsatisfied,3,Weekly,Poor
EMP3882,Software Engineer,20,6,2,High,No,Unsatisfied,4,None,Average
EMP3883,Project Manager,37,10,5,High,No,Satisfied,3,Weekly,Poor
EMP3884,Project Manager,57,9,1,Low,Yes,Unsatisfied,4,Daily,Average
EMP3885,Sales,20,4,4,Medium,No,Neutral,5,Daily,Average
EMP3886,Marketing,54,6,1,High,No,Neutral,5,None,Poor
EMP3887,Marketing,53,7,3,High,Yes,Unsatisfied,1,Daily,Good
EMP3888,Marketing,53,10,2,Low,No,Satisfied,4,None,Poor
EMP3889,Marketing,25,13,4,Medium,No,Satisfied,1,None,Good
EMP3890,Data Scientist,28,7,3,Medium,No,Satisfied,2,Daily,Average
EMP3891,Marketing,42,7,3,High,No,Neutral,3,None,Poor
EMP3892,Designer,44,11,5,Low,No,Neutral,5,Weekly,Average
EMP3893,Sales,23,13,1,High,No,Satisfied,3,Daily,Average
EMP3894,Software Engineer,57,9,3,Low,Yes,Neutral,1,Weekly,Poor
EMP3895,Data Scientist,41,0,1,Medium,Yes,Satisfied,2,None,Good
EMP3896,Designer,42,12,3,Low,No,Unsatisfied,5,Weekly,Average
EMP3897,Designer,56,13,2,High,No,Satisfied,2,None,Poor
EMP3898,HR,23,13,5,High,No,Satisfied,1,None,Poor
EMP3899,Project Manager,58,1,5,High,No,Neutral,2,Weekly,Poor
EMP3900,Data Scientist,43,14,1,High,Yes,Satisfied,1,None,Poor
EMP3901,HR,41,11,3,Low,No,Unsatisfied,4,Weekly,Average
EMP3902,HR,33,6,3,Medium,Yes,Neutral,2,Daily,Average
EMP3903,HR,53,13,4,Low,Yes,Neutral,4,Daily,Poor
EMP3904,HR,23,5,4,High,Yes,Neutral,2,Weekly,Good
EMP3905,Designer,21,15,5,High,No,Neutral,3,Weekly,Good
EMP3906,Project Manager,28,3,3,High,Yes,Unsatisfied,2,Daily,Poor
EMP3907,Project Manager,52,10,3,High,No,Neutral,3,Weekly,Poor
EMP3908,Software Engineer,38,1,5,High,Yes,Satisfied,2,None,Poor
EMP3909,Designer,25,13,4,High,Yes,Unsatisfied,1,None,Good
EMP3910,Marketing,49,13,5,Low,Yes,Unsatisfied,2,Weekly,Good
EMP3911,Software Engineer,37,11,5,Low,No,Neutral,3,Daily,Average
EMP3912,Software Engineer,33,13,4,Low,No,Unsatisfied,2,None,Poor
EMP3913,Designer,42,9,1,Medium,No,Satisfied,2,Weekly,Average
EMP3914,Software Engineer,42,0,4,Medium,No,Satisfied,1,Weekly,Average
EMP3915,HR,23,4,4,High,Yes,Unsatisfied,3,None,Poor
EMP3916,Project Manager,50,10,4,Medium,No,Neutral,2,None,Poor
EMP3917,Marketing,37,9,4,Medium,No,Unsatisfied,4,Weekly,Poor
EMP3918,Data Scientist,59,9,4,Low,No,Unsatisfied,2,Weekly,Average
EMP3919,Project Manager,34,3,2,Low,Yes,Unsatisfied,3,None,Poor
EMP3920,Marketing,59,11,2,High,No,Satisfied,4,Daily,Poor
EMP3921,Sales,50,4,1,High,No,Neutral,4,None,Average
EMP3922,Data Scientist,34,6,2,Low,No,Unsatisfied,3,Weekly,Poor
EMP3923,Data Scientist,27,5,3,Low,Yes,Neutral,1,Weekly,Good
EMP3924,Marketing,42,3,4,Medium,No,Neutral,3,Daily,Average
EMP3925,Marketing,50,9,3,Medium,Yes,Unsatisfied,5,None,Poor
EMP3926,Designer,41,12,1,Low,No,Unsatisfied,4,Daily,Average
EMP3927,Project Manager,29,5,3,Low,No,Neutral,5,Weekly,Good
EMP3928,Project Manager,28,1,2,Low,No,Unsatisfied,2,Daily,Average
EMP3929,HR,20,7,2,Medium,Yes,Satisfied,3,Daily,Poor
EMP3930,Sales,51,7,1,High,Yes,Neutral,3,Weekly,Poor
EMP3931,Project Manager,22,7,5,High,No,Unsatisfied,2,Daily,Poor
EMP3932,Data Scientist,54,7,5,Low,Yes,Satisfied,2,None,Poor
EMP3933,Designer,43,1,1,High,Yes,Unsatisfied,1,Daily,Average
EMP3934,Project Manager,23,15,2,Medium,No,Neutral,2,Daily,Average
EMP3935,Data Scientist,41,15,4,Medium,Yes,Neutral,4,Daily,Poor
EMP3936,Project Manager,57,6,3,Medium,No,Neutral,5,None,Good
EMP3937,Sales,25,8,1,Medium,No,Satisfied,3,Weekly,Good
EMP3938,Designer,35,13,4,High,Yes,Satisfied,2,None,Poor
EMP3939,HR,44,13,3,Low,No,Neutral,4,Daily,Poor
EMP3940,Sales,23,10,3,High,No,Unsatisfied,2,Weekly,Average
EMP3941,Project Manager,32,8,3,High,No,Neutral,2,None,Average
EMP3942,Designer,20,15,5,High,No,Neutral,3,Weekly,Average
EMP3943,Project Manager,54,9,4,Low,Yes,Neutral,1,None,Good
EMP3944,Software Engineer,44,11,1,High,No,Satisfied,3,None,Good
EMP3945,HR,41,8,1,High,No,Neutral,3,None,Poor
EMP3946,Project Manager,59,1,2,Medium,Yes,Satisfied,2,Daily,Good
EMP3947,Designer,37,1,3,Medium,No,Neutral,4,Daily,Average
EMP3948,Project Manager,29,2,3,Medium,No,Satisfied,5,None,Poor
EMP3949,Marketing,38,8,1,Low,No,Satisfied,3,None,Good
EMP3950,Data Scientist,38,14,1,Low,No,Unsatisfied,3,None,Poor
EMP3951,Designer,21,2,2,Medium,No,Neutral,1,Weekly,Average
EMP3952,Marketing,34,12,1,Medium,Yes,Unsatisfied,2,Weekly,Good
EMP3953,Designer,48,8,5,Low,Yes,Neutral,1,Weekly,Poor
EMP3954,Data Scientist,46,6,1,Medium,No,Neutral,3,Daily,Poor
EMP3955,Software Engineer,32,14,4,Medium,No,Unsatisfied,4,Daily,Poor
EMP3956,Project Manager,54,1,2,High,No,Satisfied,2,Weekly,Poor
EMP3957,Sales,37,10,2,High,Yes,Neutral,5,Daily,Good
EMP3958,Project Manager,29,10,3,Low,No,Unsatisfied,2,None,Poor
EMP3959,Software Engineer,23,13,3,Medium,Yes,Neutral,1,Weekly,Average
EMP3960,HR,28,12,1,Medium,No,Satisfied,2,None,Poor
EMP3961,Marketing,30,5,3,Low,Yes,Neutral,2,Daily,Good
EMP3962,Data Scientist,29,8,2,Medium,No,Neutral,2,Daily,Poor
EMP3963,HR,54,4,4,Low,No,Unsatisfied,1,Daily,Average
EMP3964,HR,36,12,1,High,Yes,Neutral,3,Daily,Good
EMP3965,Marketing,36,4,2,High,No,Unsatisfied,2,None,Poor
EMP3966,Data Scientist,46,8,4,High,No,Satisfied,2,Daily,Average
EMP3967,Designer,30,1,5,Low,Yes,Satisfied,1,Daily,Average
EMP3968,Marketing,46,0,3,High,Yes,Satisfied,4,Daily,Poor
EMP3969,Data Scientist,20,11,4,Low,No,Unsatisfied,3,Daily,Average
EMP3970,Marketing,45,12,3,High,No,Satisfied,3,Weekly,Poor
EMP3971,Marketing,37,0,1,Low,No,Satisfied,4,None,Poor
EMP3972,Marketing,36,12,5,Low,No,Unsatisfied,2,None,Good
EMP3973,Data Scientist,60,15,2,High,No,Satisfied,4,None,Good
EMP3974,Sales,27,13,1,Low,Yes,Satisfied,5,Weekly,Average
EMP3975,Sales,47,1,3,Medium,Yes,Satisfied,2,None,Average
EMP3976,HR,46,15,2,Low,No,Neutral,3,Weekly,Poor
EMP3977,Project Manager,58,12,1,Medium,No,Unsatisfied,3,Daily,Good
EMP3978,Data Scientist,33,8,3,Low,Yes,Unsatisfied,3,Daily,Good
EMP3979,HR,27,2,4,Medium,Yes,Satisfied,1,None,Poor
EMP3980,Project Manager,56,10,1,Medium,Yes,Satisfied,1,Weekly,Average
EMP3981,Software Engineer,32,15,4,Low,Yes,Unsatisfied,1,Daily,Good
EMP3982,HR,31,13,2,High,Yes,Unsatisfied,2,Weekly,Good
EMP3983,Data Scientist,47,10,2,High,No,Satisfied,2,Daily,Poor
EMP3984,Designer,35,8,1,High,Yes,Satisfied,2,Weekly,Good
EMP3985,Sales,52,3,1,High,Yes,Unsatisfied,2,Daily,Good
EMP3986,Project Manager,57,3,5,Low,Yes,Satisfied,2,Daily,Average
EMP3987,Designer,57,8,3,Low,No,Neutral,2,Daily,Average
EMP3988,HR,38,14,1,Low,No,Unsatisfied,4,Weekly,Good
EMP3989,Sales,22,10,2,Low,No,Satisfied,5,Daily,Average
EMP3990,HR,50,15,3,High,No,Satisfied,2,None,Good
EMP3991,HR,28,2,4,Medium,Yes,Neutral,3,Weekly,Average
EMP3992,Software Engineer,22,8,4,Low,No,Unsatisfied,1,None,Poor
EMP3993,Sales,24,2,1,High,Yes,Neutral,3,None,Average
EMP3994,Designer,32,13,3,Low,No,Satisfied,3,Daily,Good
EMP3995,Sales,41,8,1,High,Yes,Unsatisfied,3,None,Poor
EMP3996,Designer,21,8,4,High,No,Neutral,5,None,Poor
EMP3997,Project Manager,53,9,3,High,No,Satisfied,1,Weekly,Average
EMP3998,Project Manager,60,0,4,High,Yes,Satisfied,5,Daily,Good
EMP3999,Sales,56,11,1,Medium,Yes,Unsatisfied,4,Weekly,Good
EMP4000,HR,34,4,5,Low,No,Unsatisfied,1,Daily,Average
EMP4001,Project Manager,26,11,1,Low,No,Neutral,2,Daily,Good
EMP4002,Designer,29,0,4,Medium,No,Neutral,1,Daily,Poor
EMP4003,Software Engineer,36,15,1,High,Yes,Unsatisfied,5,Weekly,Poor
EMP4004,Data Scientist,25,11,1,Medium,Yes,Unsatisfied,1,None,Good
EMP4005,Sales,31,1,2,High,No,Satisfied,1,Daily,Average
EMP4006,Sales,38,2,2,Low,No,Satisfied,3,Weekly,Average
EMP4007,Sales,41,13,4,Low,Yes,Neutral,4,Daily,Good
EMP4008,Project Manager,34,13,4,High,No,Satisfied,5,Daily,Average
EMP4009,Project Manager,29,5,4,Medium,Yes,Neutral,3,Weekly,Good
EMP4010,HR,45,1,1,Low,Yes,Unsatisfied,4,Weekly,Average
EMP4011,Project Manager,60,10,2,High,Yes,Neutral,5,Daily,Good
EMP4012,Project Manager,48,11,3,Medium,Yes,Unsatisfied,4,None,Average
EMP4013,HR,23,4,1,High,No,Satisfied,5,Weekly,Average
EMP4014,HR,60,15,2,Low,Yes,Neutral,1,Daily,Poor
EMP4015,Designer,37,5,1,Low,Yes,Satisfied,5,Weekly,Poor
EMP4016,HR,34,4,5,Medium,Yes,Unsatisfied,2,Daily,Good
EMP4017,Marketing,54,9,1,High,No,Neutral,3,None,Good
EMP4018,Marketing,29,15,4,High,No,Neutral,5,Daily,Poor
EMP4019,Designer,36,1,5,Low,No,Satisfied,3,Daily,Good
EMP4020,HR,54,9,4,Low,No,Satisfied,1,None,Average
EMP4021,Designer,55,14,5,Low,Yes,Unsatisfied,2,None,Poor
EMP4022,HR,56,4,3,Low,No,Neutral,4,None,Average
EMP4023,Software Engineer,48,2,1,High,Yes,Satisfied,4,Weekly,Average
EMP4024,Designer,52,4,2,High,Yes,Satisfied,5,Weekly,Poor
EMP4025,Software Engineer,49,9,3,Medium,Yes,Satisfied,2,None,Poor
EMP4026,Data Scientist,26,14,4,Low,Yes,Neutral,2,None,Average
EMP4027,Sales,21,15,4,High,Yes,Unsatisfied,4,Weekly,Good
EMP4028,Project Manager,20,10,5,Medium,Yes,Satisfied,3,Daily,Good
EMP4029,Marketing,27,3,3,Medium,No,Unsatisfied,4,Daily,Average
EMP4030,Designer,54,1,4,Low,Yes,Neutral,2,Weekly,Poor
EMP4031,Project Manager,23,9,5,Medium,No,Unsatisfied,3,Daily,Poor
EMP4032,Project Manager,53,9,3,High,No,Neutral,2,Daily,Average
EMP4033,Project Manager,57,1,1,Low,Yes,Neutral,1,Weekly,Poor
EMP4034,Project Manager,41,2,5,Medium,Yes,Satisfied,3,Weekly,Good
EMP4035,Project Manager,20,12,1,Low,No,Neutral,5,Daily,Poor
EMP4036,Software Engineer,35,3,2,Medium,No,Unsatisfied,2,Weekly,Average
EMP4037,Marketing,57,8,2,High,Yes,Satisfied,1,None,Good
EMP4038,Sales,50,10,4,Medium,Yes,Unsatisfied,2,Daily,Good
EMP4039,HR,24,13,4,Medium,Yes,Unsatisfied,1,Weekly,Good
EMP4040,Designer,25,14,5,Medium,No,Neutral,5,None,Poor
EMP4041,Marketing,35,0,5,Low,No,Neutral,3,Daily,Good
EMP4042,HR,37,1,2,Low,Yes,Satisfied,3,Daily,Average
EMP4043,Software Engineer,51,1,3,Medium,Yes,Neutral,5,Weekly,Average
EMP4044,Project Manager,47,10,2,High,Yes,Unsatisfied,2,Daily,Good
EMP4045,Software Engineer,28,10,3,High,Yes,Neutral,5,None,Poor
EMP4046,Project Manager,33,3,3,High,No,Unsatisfied,3,Weekly,Poor
EMP4047,HR,31,9,3,High,Yes,Neutral,3,None,Poor
EMP4048,Marketing,32,2,4,High,Yes,Neutral,4,Weekly,Poor
EMP4049,Sales,38,10,3,Medium,Yes,Unsatisfied,3,None,Good
EMP4050,Marketing,49,4,1,High,No,Neutral,2,None,Average
EMP4051,Designer,59,6,4,High,No,Satisfied,2,None,Poor
EMP4052,Marketing,46,10,3,High,No,Neutral,1,Daily,Average
EMP4053,Project Manager,31,8,4,High,No,Neutral,4,Daily,Good
EMP4054,Marketing,22,8,4,Medium,No,Unsatisfied,1,Weekly,Poor
EMP4055,Project Manager,41,1,1,High,No,Unsatisfied,3,Daily,Good
EMP4056,Software Engineer,47,9,4,High,Yes,Neutral,3,Daily,Good
EMP4057,Software Engineer,44,2,1,Low,Yes,Satisfied,3,None,Good
EMP4058,HR,50,2,5,Medium,No,Neutral,3,Weekly,Poor
EMP4059,Designer,55,7,1,Low,Yes,Unsatisfied,2,Daily,Poor
EMP4060,Marketing,54,2,5,Medium,No,Satisfied,1,Weekly,Average
EMP4061,HR,27,13,5,Medium,Yes,Unsatisfied,5,Daily,Good
EMP4062,Software Engineer,45,12,2,Low,No,Unsatisfied,2,None,Good
EMP4063,HR,48,8,2,Low,Yes,Satisfied,2,Daily,Poor
EMP4064,Marketing,58,9,5,Low,Yes,Satisfied,4,None,Good
EMP4065,Marketing,20,3,4,Low,Yes,Satisfied,1,Daily,Good
EMP4066,HR,49,15,1,Low,No,Satisfied,5,Weekly,Good
EMP4067,Software Engineer,36,12,5,High,Yes,Satisfied,3,None,Average
EMP4068,HR,33,5,5,High,No,Satisfied,2,None,Average
EMP4069,Marketing,40,2,1,Low,Yes,Satisfied,1,Daily,Poor
EMP4070,Project Manager,20,12,3,Medium,Yes,Neutral,2,Weekly,Average
EMP4071,Data Scientist,28,12,4,High,Yes,Unsatisfied,5,Weekly,Average
EMP4072,Sales,28,11,5,Low,No,Satisfied,2,Weekly,Good
EMP4073,Marketing,31,1,1,High,No,Satisfied,2,Weekly,Average
EMP4074,Data Scientist,45,11,3,Low,Yes,Satisfied,2,None,Average
EMP4075,Data Scientist,34,11,5,High,Yes,Unsatisfied,2,Weekly,Poor
EMP4076,Software Engineer,31,15,3,Medium,Yes,Unsatisfied,1,Weekly,Average
EMP4077,Data Scientist,55,10,1,Medium,Yes,Satisfied,1,None,Good
EMP4078,Data Scientist,35,12,4,Medium,No,Unsatisfied,4,Weekly,Average
EMP4079,Marketing,24,11,5,High,No,Neutral,2,None,Poor
EMP4080,Designer,60,3,3,High,No,Unsatisfied,5,Weekly,Average
EMP4081,Designer,20,4,3,Medium,Yes,Unsatisfied,2,Daily,Good
EMP4082,Sales,28,9,4,High,Yes,Satisfied,3,Daily,Average
EMP4083,Marketing,26,8,2,Medium,Yes,Neutral,4,Daily,Poor
EMP4084,Project Manager,27,15,1,Medium,No,Satisfied,5,Daily,Average
EMP4085,Marketing,32,1,1,Low,No,Unsatisfied,5,Daily,Average
EMP4086,Project Manager,20,10,1,Medium,No,Neutral,4,Weekly,Poor
EMP4087,Software Engineer,43,2,3,High,No,Satisfied,1,Weekly,Average
EMP4088,Project Manager,49,7,4,Low,No,Neutral,1,Weekly,Average
EMP4089,Marketing,48,9,3,High,Yes,Unsatisfied,3,Weekly,Average
EMP4090,Designer,28,6,2,Low,Yes,Satisfied,5,Weekly,Poor
EMP4091,HR,25,6,4,Medium,No,Neutral,1,Weekly,Good
EMP4092,HR,40,1,3,Low,Yes,Neutral,5,Daily,Average
EMP4093,Data Scientist,52,11,5,High,No,Unsatisfied,1,Daily,Average
EMP4094,Marketing,22,10,3,Low,No,Satisfied,4,Daily,Poor
EMP4095,Project Manager,28,10,1,Medium,No,Satisfied,3,None,Good
